DataPoint,UnixTime,SessionTime,Wheel_RPM_Left,Wheel_RPM_Right,Stroke1_mm,Stroke2_mm,GPS_Lat,GPS_Lng,GPS_Age,GPS_Course,GPS_Speed,IMU_AccelX,IMU_AccelY,IMU_AccelZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ
172,1776426586204,32418,324.60,310.20,23.12,15.08,42.669798,-83.220034,80.00,94.47,27.27,-1.2000,-0.8660,1.0360,-0.0930,0.0710,-0.4330
173,1776426586404,32618,299.40,286.00,22.72,15.75,42.669811,-83.220032,70.00,81.72,25.12,-1.1910,-0.7910,1.0110,0.0060,-0.1110,-0.3960
174,1776426586405,32619,,,,,,,,,,,,,,,
175,1776426586605,32819,272.60,262.50,22.79,16.37,42.669821,-83.220026,131.00,69.18,23.02,-1.1710,-0.7130,0.9520,0.0480,-0.0210,-0.3570
176,1776426586805,33019,249.50,238.20,23.02,17.56,42.669830,-83.220018,113.00,56.96,20.97,-1.1390,-0.6330,0.9570,-0.1620,-0.0530,-0.3160
177,1776426587005,33219,225.30,215.60,22.62,17.67,42.669837,-83.220009,113.00,45.24,19.00,-1.0950,-0.5500,1.0230,0.0790,0.1440,-0.2750
178,1776426587205,33419,203.00,194.80,22.33,18.32,42.669842,-83.220000,111.00,34.24,17.12,-1.0410,-0.4660,1.0110,0.1340,0.0060,-0.2330
179,1776426587405,33619,182.00,176.10,22.18,18.95,42.669845,-83.219990,107.00,24.25,15.37,-0.9760,-0.3790,1.0120,0.1750,-0.1840,-0.1900
180,1776426587605,33819,161.80,157.20,22.09,19.57,42.669847,-83.219981,80.00,15.67,13.74,-0.9010,-0.2910,1.0010,-0.1840,-0.0370,-0.1460
181,1776426587805,34019,143.80,140.40,21.73,20.43,42.669848,-83.219973,59.00,8.98,12.27,-0.8180,-0.2030,1.0200,0.1480,-0.0780,-0.1010
182,1776426588005,34219,128.50,126.60,21.63,21.19,42.669848,-83.219965,84.00,4.80,10.97,-0.7260,-0.1130,0.9800,-0.0780,-0.0730,-0.0570
183,1776426588205,34419,115.20,114.80,21.14,21.74,42.669848,-83.219959,102.00,3.84,9.84,-0.6270,-0.0230,1.0040,-0.0700,0.0110,-0.0120
184,1776426588206,34420,,,,,,,,,,,,,,,
185,1776426588406,34620,102.70,104.30,20.91,22.57,42.669849,-83.219953,124.00,6.87,8.90,-0.5210,0.0670,1.0160,0.1770,-0.0420,0.0330
186,1776426588606,34820,94.70,97.00,20.68,23.18,42.669850,-83.219947,145.00,14.63,8.16,-0.4110,0.1560,0.9820,0.1010,0.0500,0.0780
187,1776426588806,35020,86.80,90.60,20.49,23.91,42.669852,-83.219943,70.00,27.66,7.63,-0.2960,0.2460,0.9690,-0.0420,0.1150,0.1230
188,1776426589006,35220,82.00,88.10,20.31,24.73,42.669854,-83.219939,146.00,46.15,7.30,-0.1790,0.3340,1.0160,-0.0660,0.1660,0.1670
189,1776426589206,35420,80.30,87.80,20.28,25.44,42.669858,-83.219938,126.00,69.81,7.20,-0.0590,0.4210,1.0110,0.0910,-0.1460,0.2100
190,1776426589406,35620,80.90,89.00,20.23,26.08,42.669861,-83.219938,120.00,97.86,7.31,0.0610,0.5060,0.9640,-0.0330,0.0410,0.2530
191,1776426589606,35820,84.40,94.00,20.41,26.67,42.669864,-83.219942,103.00,129.15,7.63,0.1800,0.5900,0.9970,-0.1740,0.0970,0.2950
192,1776426589806,36020,89.10,101.00,20.77,27.29,42.669866,-83.219947,134.00,162.44,8.17,0.2970,0.6720,1.0100,0.0150,0.0320,0.3360
193,1776426590007,36221,98.10,110.30,20.79,27.99,42.669864,-83.219953,73.00,196.55,8.91,0.4120,0.7510,0.9710,-0.1380,-0.1310,0.3760
194,1776426590207,36421,108.20,121.90,20.98,28.72,42.669860,-83.219957,97.00,230.56,9.85,0.5220,0.8280,0.9960,-0.2000,-0.1280,0.4140
195,1776426590407,36621,119.70,135.80,21.22,29.30,42.669855,-83.219958,88.00,263.77,10.98,0.6280,0.9010,0.9920,-0.0630,0.0760,0.4510
196,1776426590607,36821,136.00,149.70,21.58,29.69,42.669849,-83.219954,86.00,295.76,12.29,0.7270,0.9710,0.9690,-0.1730,0.1420,0.4860
197,1776426590807,37021,152.10,168.80,22.36,29.27,42.669846,-83.219946,119.00,326.29,13.76,0.8180,1.0380,0.9620,-0.0570,0.0680,0.5190
198,1776426591007,37221,171.00,186.90,21.85,30.72,42.669845,-83.219936,82.00,355.26,15.38,0.9020,1.1010,0.9640,0.0910,0.1100,0.5510
199,1776426591207,37421,189.60,208.60,22.17,31.28,42.669848,-83.219925,136.00,22.66,17.14,0.9760,1.1600,1.0390,0.0720,0.0030,0.5800
200,1776426591407,37621,210.70,230.60,22.44,31.64,42.669855,-83.219917,61.00,48.52,19.02,1.0410,1.2150,0.9800,0.1680,-0.0980,0.6080
201,1776426591607,37821,235.00,253.60,22.45,32.03,42.669865,-83.219913,128.00,72.93,20.99,1.0960,1.2660,1.0170,-0.0240,0.1860,0.6330
202,1776426591807,38021,,,22.78,32.40,,,,,,,,,,,
203,1776426591808,38022,256.70,277.60,23.25,31.10,42.669877,-83.219914,114.00,95.97,23.04,1.1390,1.3120,0.9590,0.1440,0.0320,0.6560
204,1776426592008,38222,281.90,304.30,22.91,32.82,42.669888,-83.219922,117.00,117.74,25.15,1.1710,1.3530,1.0450,-0.0920,-0.0650,0.6770
205,1776426592208,38422,306.90,327.60,23.00,33.07,42.669897,-83.219936,80.00,138.35,27.29,1.1910,1.3890,1.0090,0.0160,0.1170,0.6950
206,1776426592408,38622,330.40,353.80,23.24,33.33,42.669902,-83.219954,80.00,157.87,29.45,1.2000,1.4210,0.9550,0.0720,0.0340,0.7100
207,1776426592608,38822,355.20,380.10,23.30,33.57,42.669903,-83.219976,101.00,176.40,31.60,1.1960,1.4470,1.0500,0.0570,-0.0570,0.7240
208,1776426592808,39022,380.20,403.40,23.36,33.84,42.669899,-83.219998,77.00,194.02,33.73,1.1810,1.4680,1.0370,0.0690,0.1520,0.7340
209,1776426593008,39222,404.20,427.60,23.39,33.88,42.669890,-83.220019,64.00,210.79,35.80,1.1530,1.4840,0.9760,0.0920,-0.0080,0.7420
210,1776426593208,39422,428.50,451.80,23.48,33.94,42.669877,-83.220037,91.00,226.79,37.81,1.1150,1.4940,0.9860,-0.1730,0.1510,0.7470
211,1776426593408,39622,449.50,473.20,23.16,34.04,42.669859,-83.220049,114.00,242.06,39.73,1.0650,1.4990,1.0120,-0.0480,0.1470,0.7500
212,1776426593608,39822,471.90,495.70,23.37,33.96,42.669839,-83.220056,120.00,256.67,41.53,1.0040,1.4990,0.9740,-0.1860,-0.1160,0.7500
213,1776426593808,40022,490.00,515.20,23.44,33.97,42.669817,-83.220055,72.00,270.66,43.21,0.9330,1.4930,0.9950,-0.0370,0.1750,0.7470
214,1776426594009,40223,508.40,532.40,23.27,33.88,42.669796,-83.220048,102.00,284.06,44.75,0.8530,1.4820,1.0490,-0.1570,0.0620,0.7410
215,1776426594209,40423,524.50,548.70,23.02,33.76,42.669775,-83.220034,51.00,296.92,46.13,0.7650,1.4660,1.0420,0.1740,-0.0990,0.7330
216,1776426594409,40623,539.10,561.50,23.11,33.61,42.669757,-83.220013,65.00,309.27,47.33,0.6690,1.4440,1.0330,-0.1330,0.1130,0.7220
217,1776426594609,40823,550.40,572.90,22.81,33.27,42.669742,-83.219988,129.00,321.13,48.35,0.5660,1.4170,0.9880,0.0040,0.0590,0.7090
218,1776426594809,41023,560.30,583.90,23.93,31.75,42.669730,-83.219958,117.00,332.54,49.17,0.4580,1.3850,0.9890,-0.1360,-0.1470,0.6930
219,1776426595009,41223,568.90,590.30,22.54,32.88,42.669723,-83.219926,132.00,343.49,49.79,0.3440,1.3480,0.9740,-0.1870,0.1940,0.6740
220,1776426595209,41423,573.70,594.70,22.58,32.45,42.669721,-83.219892,80.00,354.03,50.20,0.2280,1.3060,0.9910,0.0100,-0.0560,0.6530
221,1776426595409,41623,576.40,596.10,22.23,32.13,42.669722,-83.219858,139.00,4.14,50.40,0.1090,1.2600,0.9520,0.1250,0.0220,0.6300
222,1776426595609,41823,577.00,596.30,21.84,31.72,42.669728,-83.219825,70.00,13.85,50.38,-0.0110,1.2090,1.0260,0.0120,0.0920,0.6040
223,1776426595809,42023,573.60,592.90,22.20,31.14,42.669738,-83.219793,100.00,23.16,50.15,-0.1300,1.1530,0.9960,-0.0170,0.1980,0.5770
224,1776426595810,42024,,,,,,,,,,,,,,,
225,1776426596010,42224,569.60,586.50,22.34,30.75,42.669752,-83.219765,145.00,32.07,49.70,-0.2490,1.0940,1.0220,0.0050,0.0380,0.5470
226,1776426596210,42424,562.80,579.20,22.43,30.34,42.669767,-83.219739,129.00,40.57,49.04,-0.3650,1.0300,1.0000,-0.1990,0.0220,0.5150
227,1776426596410,42624,553.20,567.80,22.63,29.66,42.669786,-83.219718,92.00,48.66,48.18,-0.4770,0.9630,1.0080,-0.1580,0.1610,0.4820
228,1776426596610,42824,541.60,556.40,22.74,29.14,42.669805,-83.219700,103.00,56.32,47.13,-0.5850,0.8920,0.9610,0.1370,-0.0360,0.4460
229,1776426596810,43024,527.80,540.50,23.05,28.55,42.669826,-83.219686,101.00,63.54,45.90,-0.6860,0.8180,1.0160,0.1200,-0.1140,0.4090
230,1776426597010,43224,511.70,523.40,23.15,28.01,42.669846,-83.219676,134.00,70.28,44.49,-0.7810,0.7420,1.0150,0.1380,-0.0340,0.3710
231,1776426597210,43424,495.10,503.80,23.12,27.28,42.669867,-83.219669,91.00,76.53,42.93,-0.8680,0.6620,1.0410,-0.1400,-0.0050,0.3310
232,1776426597410,43624,474.50,483.70,23.34,26.65,42.669888,-83.219665,117.00,82.22,41.22,-0.9470,0.5800,0.9790,-0.0590,0.1200,0.2900
233,1776426597611,43825,453.60,462.60,23.09,26.03,42.669907,-83.219664,140.00,87.32,39.39,-1.0150,0.4960,1.0230,0.0980,-0.0300,0.2480
234,1776426597811,44025,431.70,440.00,23.21,25.21,42.669926,-83.219665,81.00,91.75,37.46,-1.0740,0.4100,1.0160,-0.0070,0.0400,0.2050
235,1776426598011,44225,409.50,414.70,23.35,24.68,42.669944,-83.219667,95.00,95.44,35.44,-1.1220,0.3230,1.0050,-0.1050,-0.0870,0.1620
236,1776426598211,44425,385.40,390.60,23.34,23.91,42.669960,-83.219671,98.00,98.29,33.35,-1.1590,0.2350,1.0330,0.1600,0.0130,0.1170
237,1776426598411,44625,361.40,365.40,23.22,23.20,42.669975,-83.219674,73.00,100.18,31.22,-1.1840,0.1460,0.9580,0.0610,-0.1340,0.0730
238,1776426598611,44825,338.10,338.90,23.14,22.35,42.669990,-83.219678,107.00,100.95,29.07,-1.1980,0.0560,1.0170,-0.0010,-0.0460,0.0280
239,1776426598811,45025,314.10,312.00,23.44,21.69,42.670003,-83.219681,87.00,100.44,26.91,-1.1990,-0.0340,1.0200,-0.0150,-0.1200,-0.0170
240,1776426599011,45225,288.50,287.10,22.78,20.99,42.670015,-83.219684,101.00,98.41,24.77,-1.1890,-0.1240,0.9890,0.1520,-0.0450,-0.0620
241,1776426599211,45425,265.10,262.30,22.62,20.38,42.670026,-83.219685,90.00,94.60,22.67,-1.1660,-0.2140,1.0460,-0.1590,0.0440,-0.1070
242,1776426599411,45625,242.20,236.80,22.74,19.61,42.670037,-83.219685,74.00,88.67,20.63,-1.1320,-0.3020,1.0130,0.0460,-0.1170,-0.1510
243,1776426599611,45825,221.20,214.60,22.50,18.92,42.670046,-83.219683,63.00,80.23,18.68,-1.0870,-0.3900,0.9900,0.0520,-0.1300,-0.1950
244,1776426599812,46026,199.50,191.60,22.39,18.25,42.670054,-83.219678,111.00,68.78,16.82,-1.0300,-0.4760,0.9650,0.1360,0.1990,-0.2380
245,1776426600012,46226,180.30,170.30,22.16,17.53,42.670060,-83.219672,121.00,53.75,15.09,-0.9640,-0.5600,0.9750,0.1030,0.0070,-0.2800
246,1776426600212,46426,161.70,151.90,21.91,16.87,42.670064,-83.219665,143.00,34.47,13.49,-0.8880,-0.6430,1.0300,0.0620,0.1770,-0.3210
247,1776426600412,46626,146.60,134.60,21.86,16.28,42.670065,-83.219657,141.00,10.18,12.04,-0.8030,-0.7230,0.9900,0.0440,-0.2000,-0.3610
248,1776426600612,46826,132.00,118.20,21.70,15.55,42.670063,-83.219650,94.00,340.09,10.77,-0.7100,-0.8000,0.9850,0.1410,0.0310,-0.4000
249,1776426600812,47026,118.80,105.50,21.41,14.95,42.670059,-83.219646,52.00,303.47,9.67,-0.6090,-0.8750,1.0390,-0.0460,0.2000,-0.4380
250,1776426601012,47226,108.90,95.20,21.10,14.49,42.670054,-83.219647,135.00,259.76,8.76,-0.5030,-0.9460,1.0030,0.0240,0.1040,-0.4730
251,1776426601212,47426,101.00,86.10,20.72,13.93,42.670053,-83.219652,57.00,208.81,8.06,-0.3920,-1.0150,0.9730,-0.1600,0.1480,-0.5070
252,1776426601412,47626,,,20.59,13.29,,,,,,,,,,,
253,1776426601413,47627,97.00,78.50,21.46,14.40,42.670054,-83.219657,124.00,151.05,7.56,-0.2770,-1.0790,0.9730,0.0520,0.1980,-0.5390
254,1776426601613,47827,94.30,75.50,20.37,12.97,42.670058,-83.219656,50.00,87.65,7.27,-0.1590,-1.1400,1.0450,0.0890,0.0610,-0.5700
255,1776426601813,48027,93.80,74.90,20.15,12.50,42.670059,-83.219652,117.00,20.46,7.20,-0.0390,-1.1960,0.9500,-0.1690,0.0260,-0.5980
256,1776426602013,48227,96.40,75.30,20.13,12.01,42.670057,-83.219649,59.00,311.72,7.35,0.0810,-1.2480,0.9920,0.1530,0.0150,-0.6240
257,1776426602213,48427,100.20,80.30,20.52,11.56,42.670053,-83.219651,82.00,243.69,7.71,0.2000,-1.2960,0.9860,-0.1140,-0.1760,-0.6480
258,1776426602413,48627,106.70,86.10,20.73,11.34,42.670053,-83.219656,110.00,178.24,8.28,0.3170,-1.3390,0.9860,-0.0640,0.1800,-0.6690
259,1776426602613,48827,117.10,95.30,20.88,11.07,42.670057,-83.219659,102.00,116.70,9.05,0.4310,-1.3770,1.0490,-0.1780,0.1870,-0.6880
260,1776426602813,49027,128.50,106.40,22.05,12.20,42.670062,-83.219656,74.00,59.79,10.03,0.5410,-1.4100,0.9800,-0.1070,-0.0670,-0.7050
261,1776426603013,49227,140.90,119.30,21.19,10.56,42.670062,-83.219648,141.00,7.76,11.19,0.6450,-1.4380,1.0480,-0.0820,0.1320,-0.7190
262,1776426603213,49427,158.00,134.30,21.45,10.28,42.670058,-83.219642,111.00,320.55,12.52,0.7430,-1.4610,0.9660,-0.1930,-0.1140,-0.7310
263,1776426603414,49628,175.50,150.40,21.83,10.13,42.670051,-83.219640,122.00,277.87,14.02,0.8330,-1.4790,1.0210,-0.1270,-0.1250,-0.7390
264,1776426603614,49828,194.40,169.90,21.96,10.03,42.670045,-83.219646,103.00,239.36,15.67,0.9150,-1.4910,1.0210,0.1630,0.0500,-0.7460
265,1776426603814,50028,214.10,191.30,22.31,9.99,42.670041,-83.219657,67.00,204.61,17.45,0.9880,-1.4980,1.0250,-0.0350,-0.1440,-0.7490
266,1776426604014,50228,236.90,212.60,22.42,10.08,42.670042,-83.219670,147.00,173.23,19.34,1.0510,-1.5000,1.0400,-0.0200,-0.0660,-0.7500
267,1776426604214,50428,260.30,235.90,22.59,10.10,42.670048,-83.219681,148.00,144.84,21.33,1.1040,-1.4960,1.0480,-0.0130,-0.0220,-0.7480
268,1776426604414,50628,284.40,259.50,22.87,10.03,42.670059,-83.219689,119.00,119.11,23.39,1.1450,-1.4870,0.9660,0.1930,-0.1500,-0.7430
269,1776426604614,50828,308.20,284.20,22.71,10.27,42.670071,-83.219691,134.00,95.74,25.50,1.1750,-1.4720,1.0050,0.0580,-0.1030,-0.7360
270,1776426604814,51028,333.70,310.10,23.02,10.32,42.670085,-83.219686,59.00,74.49,27.65,1.1940,-1.4530,1.0410,0.0520,0.0590,-0.7260
271,1776426605015,51229,357.60,335.10,23.22,10.65,42.670097,-83.219674,91.00,55.11,29.81,1.2000,-1.4280,0.9740,-0.0580,-0.1420,-0.7140
272,1776426605215,51429,383.20,360.40,23.27,10.90,42.670106,-83.219657,64.00,37.41,31.96,1.1940,-1.3970,0.9550,-0.1150,0.1290,-0.6990
273,1776426605415,51629,407.20,385.90,23.14,11.15,42.670113,-83.219635,60.00,21.24,34.08,1.1770,-1.3620,0.9860,0.0180,-0.0050,-0.6810
274,1776426605615,51829,431.30,410.70,23.17,11.48,42.670115,-83.219611,56.00,6.44,36.15,1.1480,-1.3220,0.9720,-0.0830,0.1490,-0.6610
275,1776426605815,52029,453.20,433.10,23.41,11.69,42.670112,-83.219585,148.00,352.89,38.14,1.1070,-1.2770,1.0330,0.0090,0.0320,-0.6390
276,1776426606015,52229,475.50,455.60,23.26,12.23,42.670105,-83.219560,62.00,340.48,40.04,1.0550,-1.2280,1.0350,-0.0750,-0.0180,-0.6140
277,1776426606215,52429,496.00,477.00,23.47,12.67,42.670095,-83.219535,63.00,329.12,41.83,0.9930,-1.1740,0.9510,0.1170,-0.0540,-0.5870
278,1776426606415,52629,515.30,497.40,23.38,13.03,42.670080,-83.219513,113.00,318.74,43.48,0.9210,-1.1160,0.9650,0.0060,-0.0310,-0.5580
279,1776426606615,52829,532.90,515.80,23.39,13.66,42.670063,-83.219494,81.00,309.26,44.99,0.8390,-1.0540,1.0130,0.0750,0.0430,-0.5270
280,1776426606815,53029,547.60,530.60,23.88,15.18,42.670043,-83.219478,134.00,300.63,46.34,0.7490,-0.9880,0.9510,-0.0960,0.1670,-0.4940
281,1776426607015,53229,,,23.09,14.60,,,,,,,,,,,
282,1776426607016,53230,560.40,544.80,23.91,15.63,42.670021,-83.219465,130.00,292.81,47.51,0.6520,-0.9180,0.9900,0.1120,-0.0510,-0.4590
283,1776426607216,53430,571.60,556.80,23.01,15.15,42.669998,-83.219457,115.00,285.76,48.50,0.5480,-0.8450,0.9950,-0.1930,0.1310,-0.4230
284,1776426607416,53630,580.50,567.00,22.73,15.90,42.669974,-83.219451,133.00,279.44,49.29,0.4390,-0.7700,0.9900,0.0780,0.0920,-0.3850
285,1776426607616,53830,584.80,575.30,22.45,16.51,42.669949,-83.219449,107.00,273.83,49.88,0.3250,-0.6910,0.9750,0.1260,-0.0320,-0.3460
286,1776426607816,54030,590.20,580.40,22.22,17.10,42.669924,-83.219449,54.00,268.92,50.25,0.2080,-0.6100,0.9740,0.1040,-0.1290,-0.3050
287,1776426608016,54230,589.90,582.70,22.03,17.76,42.669899,-83.219453,116.00,264.69,50.41,0.0890,-0.5270,1.0060,0.0010,0.0340,-0.2630
288,1776426608216,54430,588.70,582.90,22.18,18.44,42.669874,-83.219458,144.00,261.15,50.36,-0.0310,-0.4420,1.0100,0.1440,-0.0990,-0.2210
289,1776426608416,54630,584.70,580.70,22.29,19.25,42.669849,-83.219465,111.00,258.28,50.09,-0.1500,-0.3550,1.0250,0.0010,0.1670,-0.1770
290,1776426608417,54631,,,,,,,,,,,,,,,
291,1776426608616,54830,578.60,574.40,22.26,19.96,42.669826,-83.219473,142.00,256.10,49.60,-0.2690,-0.2670,0.9870,-0.0020,0.0760,-0.1330
292,1776426608617,54831,,,,,,,,,,,,,,,
293,1776426608817,55031,570.10,568.50,22.55,20.60,42.669802,-83.219482,71.00,254.63,48.91,-0.3840,-0.1780,1.0180,0.0260,-0.1920,-0.0890
294,1776426609017,55231,559.70,558.40,22.74,21.21,42.669779,-83.219491,65.00,253.89,48.02,-0.4960,-0.0880,0.9610,0.1040,0.1330,-0.0440
295,1776426609217,55431,545.30,546.00,22.87,21.98,42.669756,-83.219499,136.00,253.91,46.94,-0.6020,0.0020,1.0150,0.1200,0.1670,0.0010
296,1776426609417,55631,530.60,531.90,22.93,22.64,42.669734,-83.219508,93.00,254.72,45.67,-0.7030,0.0920,1.0180,0.1620,0.1080,0.0460
297,1776426609617,55831,513.30,515.70,23.01,23.40,42.669713,-83.219515,50.00,256.38,44.24,-0.7960,0.1810,0.9650,-0.0300,-0.1730,0.0910
298,1776426609817,56031,494.00,499.30,23.28,24.13,42.669692,-83.219520,53.00,258.94,42.65,-0.8820,0.2700,0.9590,0.0180,0.1630,0.1350
299,1776426610017,56231,474.20,479.30,23.37,24.80,42.669672,-83.219524,134.00,262.49,40.92,-0.9590,0.3580,0.9690,0.0580,-0.1960,0.1790
300,1776426610217,56431,451.10,457.30,23.06,25.66,42.669652,-83.219525,141.00,267.10,39.08,-1.0260,0.4450,0.9780,-0.0100,-0.1520,0.2230
301,1776426610417,56631,427.00,435.60,23.25,26.30,42.669634,-83.219524,103.00,272.88,37.13,-1.0830,0.5300,1.0420,-0.0360,0.1210,0.2650
302,1776426610617,56831,404.20,413.00,23.32,26.87,42.669617,-83.219520,64.00,279.95,35.09,-1.1290,0.6130,1.0200,-0.1530,0.1630,0.3070
303,1776426610818,57032,377.70,389.50,23.67,26.85,42.669601,-83.219513,70.00,288.46,33.00,-1.1640,0.6940,1.0410,-0.1500,0.0440,0.3470
304,1776426611018,57232,352.60,365.60,22.96,28.19,42.669587,-83.219503,116.00,298.60,30.86,-1.1870,0.7730,1.0330,-0.1260,0.0710,0.3860
305,1776426611218,57432,326.50,341.30,23.06,28.84,42.669577,-83.219490,100.00,310.56,28.70,-1.1990,0.8480,0.9850,-0.0120,-0.1350,0.4240
306,1776426611418,57632,302.20,317.20,23.13,29.33,42.669569,-83.219475,124.00,324.60,26.55,-1.1980,0.9210,1.0330,0.0830,-0.1060,0.4610
307,1776426611618,57832,275.70,292.20,22.79,29.88,42.669565,-83.219460,90.00,341.02,24.41,-1.1860,0.9900,1.0140,0.0800,0.0110,0.4950
308,1776426611818,58032,251.40,267.60,22.86,30.40,42.669565,-83.219444,143.00,0.17,22.32,-1.1610,1.0560,1.0330,-0.1140,-0.1720,0.5280
309,1776426612018,58232,226.90,244.60,22.46,30.86,42.669569,-83.219432,119.00,22.47,20.30,-1.1250,1.1180,1.0450,0.0190,-0.1250,0.5590
310,1776426612218,58432,203.90,222.60,22.54,31.35,42.669576,-83.219424,74.00,48.40,18.36,-1.0780,1.1760,1.0330,-0.1510,-0.1180,0.5880
311,1776426612418,58632,182.40,201.10,22.07,31.81,42.669584,-83.219421,147.00,78.52,16.52,-1.0200,1.2300,0.9960,0.1960,-0.1760,0.6150
312,1776426612618,58832,161.30,183.50,21.91,32.22,42.669591,-83.219425,72.00,113.48,14.81,-0.9520,1.2790,0.9720,-0.1050,0.1470,0.6400
313,1776426612818,59032,,,21.96,32.51,,,,,,,,,,,
314,1776426612819,59033,142.70,163.80,22.45,31.35,42.669593,-83.219433,59.00,153.96,13.23,-0.8740,1.3240,0.9560,0.0970,-0.0870,0.6620
315,1776426613019,59233,126.90,148.30,21.69,32.89,42.669591,-83.219441,58.00,200.66,11.82,-0.7880,1.3640,0.9910,0.1320,0.0900,0.6820
316,1776426613219,59433,111.40,134.00,21.65,33.25,42.669586,-83.219443,110.00,254.22,10.57,-0.6930,1.3990,1.0190,0.0520,-0.0930,0.6990
317,1776426613419,59633,99.60,121.60,21.26,33.40,42.669583,-83.219438,142.00,315.06,9.50,-0.5920,1.4290,0.9880,-0.0200,0.1180,0.7140
318,1776426613619,59833,88.50,112.90,21.07,33.54,42.669585,-83.219433,72.00,23.22,8.63,-0.4850,1.4540,0.9840,0.0380,-0.0710,0.7270
319,1776426613819,60033,79.90,103.90,20.73,33.70,42.669589,-83.219434,119.00,98.12,7.96,-0.3730,1.4730,0.9890,0.0610,-0.0750,0.7370
320,1776426614019,60233,75.60,99.20,20.42,33.84,42.669589,-83.219439,143.00,178.41,7.50,-0.2570,1.4870,0.9650,0.1580,0.1460,0.7440
321,1776426614219,60433,72.90,96.80,20.19,33.95,42.669585,-83.219439,133.00,261.97,7.25,-0.1390,1.4960,1.0410,0.0430,0.1690,0.7480
322,1776426614419,60633,71.60,95.50,20.01,33.94,42.669584,-83.219435,111.00,346.13,7.21,-0.0190,1.5000,1.0440,0.0170,0.1360,0.7500
323,1776426614619,60833,,,20.28,34.04,,,,,,,,,,,
324,1776426614620,60834,74.00,97.10,21.14,32.48,42.669588,-83.219433,113.00,68.13,7.39,0.1010,1.4980,1.0240,-0.1480,0.1500,0.7490
325,1776426614820,61034,79.30,102.50,21.57,32.41,42.669590,-83.219437,80.00,145.59,7.79,0.2200,1.4910,1.0080,0.1620,-0.1560,0.7450
326,1776426615020,61234,85.90,108.60,20.90,33.89,42.669587,-83.219442,60.00,216.85,8.39,0.3360,1.4780,1.0500,-0.1290,-0.1670,0.7390
327,1776426615220,61434,96.10,119.00,21.06,33.75,42.669583,-83.219441,104.00,281.06,9.20,0.4500,1.4600,1.0020,0.1280,-0.0340,0.7300
328,1776426615420,61634,107.90,129.80,21.02,33.43,42.669581,-83.219434,79.00,338.03,10.21,0.5580,1.4370,0.9710,-0.0830,0.1750,0.7190
329,1776426615620,61834,121.30,143.30,21.52,33.35,42.669584,-83.219427,114.00,28.04,11.40,0.6620,1.4090,1.0250,0.1120,0.1690,0.7040
330,1776426615820,62034,137.90,160.10,21.80,32.92,42.669590,-83.219425,147.00,71.64,12.77,0.7580,1.3750,0.9910,0.0430,0.0030,0.6880
331,1776426616020,62234,155.90,176.20,22.02,32.74,42.669596,-83.219428,78.00,109.51,14.29,0.8470,1.3370,0.9950,0.0950,-0.0350,0.6690
332,1776426616220,62434,175.60,195.70,21.96,32.33,42.669601,-83.219436,74.00,142.31,15.96,0.9280,1.2940,1.0240,-0.0940,-0.0060,0.6470
333,1776426616421,62635,196.40,217.20,22.21,31.94,42.669603,-83.219448,61.00,170.71,17.76,0.9990,1.2460,1.0230,-0.0740,0.1710,0.6230
334,1776426616621,62835,219.50,237.50,22.48,31.56,42.669600,-83.219461,70.00,195.27,19.67,1.0610,1.1940,1.0360,-0.0420,-0.1650,0.5970
335,1776426616821,63035,242.10,260.70,22.71,31.10,42.669594,-83.219473,52.00,216.50,21.67,1.1110,1.1370,0.9580,0.1020,0.0580,0.5690
336,1776426617021,63235,267.40,285.70,22.88,30.63,42.669584,-83.219482,73.00,234.85,23.74,1.1510,1.0760,0.9980,-0.0290,0.1110,0.5380
337,1776426617221,63435,293.20,309.80,22.94,30.13,42.669572,-83.219488,93.00,250.68,25.86,1.1790,1.0120,0.9740,-0.0950,-0.1890,0.5060
338,1776426617222,63436,,,,,,,,,,,,,,,
339,1776426617421,63635,317.90,334.20,23.07,29.45,42.669558,-83.219490,59.00,264.31,28.02,1.1950,0.9440,1.0150,0.1460,-0.0200,0.4720
340,1776426617621,63835,343.70,357.20,22.96,28.94,42.669543,-83.219488,84.00,276.01,30.18,1.2000,0.8720,0.9530,0.0020,0.1340,0.4360
341,1776426617821,64035,370.40,382.40,23.35,28.30,42.669527,-83.219482,147.00,285.99,32.32,1.1920,0.7970,0.9950,0.0450,-0.0870,0.3990
342,1776426618021,64235,394.60,405.90,23.23,27.76,42.669512,-83.219472,120.00,294.45,34.43,1.1730,0.7200,1.0450,0.1840,-0.0630,0.3600
343,1776426618222,64436,418.60,429.30,23.19,27.16,42.669496,-83.219459,53.00,301.54,36.49,1.1420,0.6390,0.9510,0.1970,-0.1280,0.3200
344,1776426618422,64636,443.80,451.90,23.34,26.46,42.669481,-83.219443,76.00,307.40,38.47,1.0990,0.5570,1.0390,0.0290,-0.0170,0.2780
345,1776426618622,64836,465.30,473.50,23.31,25.76,42.669466,-83.219425,82.00,312.14,40.35,1.0450,0.4720,0.9900,0.1180,-0.1620,0.2360
346,1776426618822,65036,487.40,493.00,23.37,25.03,42.669451,-83.219404,67.00,315.85,42.11,0.9810,0.3860,1.0490,0.1030,0.0250,0.1930
